student_number,student_id,first_name,last_name,dat_of_birth,address_id
1033,95522280,Percy,Douglas,Feb 15th 00,1033
1034,7689308,Miranda,Gusikowski,Jul 9th 85,1034
1035,76818542,Wilbur,Ledner,Oct 13th 99,1035
1036,30538451,Sylvia,Wolf,Nov 17th 02,1036
1037,93837598,Erin,Rosenbaum,Mar 15th 06,1037
1038,3447507,Randall,Dooley-Davis,Mar 19th 99,1038
1039,50572327,Marie,Hermiston,Jan 25th 00,1039
1040,36054422,Wade,Funk,Mar 19th 99,1040
1041,74373414,Gretchen,Hegmann,Dec 30th 99,1041
1042,28714198,Pat,Schmeler,Sep 4th 91,1042
1043,67413529,Domingo,Hilpert,Feb 21st 85,1043
1044,87106934,Ramiro,Bergnaum,Apr 20th 98,1044
1045,24281366,Anita,Rosenbaum,Mar 19th 85,1045
1046,60942235,Jonathan,Konopelski,Aug 17th 06,1046
1047,82042104,Andrea,Graham,Feb 8th 06,1047
1048,72766945,Jim,Ritchie,Jan 29th 96,1048
1049,38781868,Gail,Crona,Jan 26th 01,1049
1050,26933987,Melinda,Keeling,Feb 12th 02,1050
1051,44546521,Darrell,Von,Jul 18th 91,1051
1052,72892166,Melody,Bradtke,Mar 4th 93,1052
1053,67556717,Angela,Rogahn,Jul 21st 97,1053
1054,38790527,Warren,Hickle,May 21st 94,1054
1055,84423489,Kari,Lowe-Leuschke,Oct 4th 84,1055
1056,11260010,Brandy,Abshire,Jan 9th 93,1056
1057,95194392,Edwin,Morissette,Dec 28th 96,1057
1058,17968423,Marcia,Mraz,Aug 1st 89,1058
1059,27871559,Jesse,Murray,May 29th 99,1059
1060,44853026,Marcella,Feeney,Oct 17th 00,1060
1061,5114175,Muriel,Rippin,Oct 3rd 86,1061
1062,25786877,Mabel,Adams,Jul 21st 94,1062
1063,74312219,Corey,Walsh,May 13th 96,1063
1064,73449161,Lance,Jakubowski,May 26th 03,1064
1065,43089867,Irvin,Quigley,Jun 20th 85,1065
1066,92129095,Eunice,Morissette,Jan 22nd 98,1066
1067,803244,Rosie,Quitzon,Jul 26th 85,1067
1068,50073927,Roger,Feeney,Jun 28th 03,1068
1069,5672812,Rudy,Grimes,Jun 1st 85,1069
1070,66007060,Cory,Oberbrunner,Nov 22nd 00,1070
1071,6280963,Ora,Huels,Apr 14th 85,1071
1072,79332676,Theresa,Ankunding,Jan 13th 87,1072
1073,6700071,Jeffery,Howe,Nov 5th 04,1073
1074,33348210,Bradley,Prohaska,Sep 20th 01,1074
1075,40703625,Gerald,Jast,Oct 4th 95,1075
1076,7784072,Beatrice,Wilderman,Sep 16th 85,1076
1077,75427278,Celia,Moore,Feb 7th 87,1077
1078,97070111,Hugh,Bashirian,Jun 22nd 99,1078
1079,58979595,Sara,Schroeder,Dec 1st 91,1079
1080,31280475,Stephanie,Schneider,Jan 1st 86,1080
1081,23797865,Simon,Stark,May 7th 89,1081
1082,17375921,Julian,Blanda,Mar 15th 98,1082
1083,27870410,Timmy,Beatty,May 18th 96,1083
1084,47467719,Ivan,Berge,May 17th 99,1084
1085,6974150,Angel,Bernier,Aug 21st 00,1085
1086,76322369,Katrina,Von,Jan 14th 94,1086
1087,95412533,Rex,Turner-Lubowitz,Apr 11th 92,1087
1088,49483063,Andrea,Jenkins,Aug 30th 84,1088
1089,2425445,Edwin,Ferry-Wunsch,Mar 3rd 87,1089
1090,92873891,Ora,Koch,Nov 27th 92,1090
1091,27932901,Lena,O'Reilly,Aug 31st 84,1091
1092,63711980,Rickey,Casper,Nov 8th 92,1092
1093,90578080,Violet,Breitenberg,Oct 23rd 05,1093
1094,66649778,Natalie,Von,Nov 28th 87,1094
1095,63022953,Stuart,Sawayn,Mar 30th 05,1095
1096,65928637,Jeremiah,Konopelski,May 27th 85,1096
1097,4187120,Rene,Rau,May 7th 91,1097
1098,60145930,Amber,Yost-Sauer,Dec 7th 86,1098
1099,32285800,Betsy,Hauck,Dec 10th 92,1099
1100,88437369,Paul,Wiegand,Sep 24th 90,1100
1101,67549052,Beatrice,Ankunding,Aug 31st 93,1101
1102,44950883,Rodolfo,Witting,Feb 5th 93,1102
1103,46566345,Phyllis,Beier,Aug 23rd 85,1103
1104,49213530,Ernesto,Hoeger,Oct 3rd 99,1104
1105,78135747,Terri,Nicolas,Jan 19th 01,1105
1106,67310349,Mona,Schamberger,Nov 11th 88,1106
1107,56573350,Dewey,Windler,Jul 19th 86,1107
1108,79636174,Wayne,Toy,May 21st 04,1108
1109,3104554,Casey,Schimmel-Koss,Aug 20th 93,1109
1110,53504690,Nathaniel,Kuphal,May 3rd 87,1110
1111,11186324,Angelo,Maggio,Sep 8th 90,1111
1112,3966100,Joseph,Thiel,Oct 12th 03,1112
1113,84910383,Melinda,Hoppe,Sep 7th 98,1113
1114,20850943,Annie,Mosciski,May 23rd 94,1114
1115,13099524,Deanna,Rogahn,Feb 8th 84,1115
1116,86979247,Kristi,Ritchie-Kozey,Apr 8th 93,1116
1117,11757094,Marshall,Daniel,Sep 13th 04,1117
1118,57406578,Ebony,Auer,Aug 3rd 03,1118
1119,41056798,Darren,McClure,Aug 10th 95,1119
1120,10613965,Ronald,Hahn,Aug 23rd 85,1120
1121,84412248,Harriet,Stark,Jul 29th 89,1121
1122,28158819,Becky,O'Connell,Dec 6th 95,1122
1123,70683325,Jane,Yundt,Feb 7th 06,1123
1124,22191996,Irving,Swaniawski,Jun 1st 89,1124
1125,57943662,Jordan,Collins,May 5th 94,1125
1126,11680860,Bethany,Breitenberg-Schroeder,Sep 6th 92,1126
1127,40344121,Cesar,Deckow,Feb 5th 04,1127
1128,57725132,Ian,Paucek,Aug 19th 02,1128
1129,41112162,Agnes,Baumbach,Apr 30th 99,1129
1130,37231390,Marvin,Zieme,Aug 28th 94,1130
1131,82275744,Cesar,Schulist,Jun 26th 88,1131
1132,98649206,Lowell,Turner,Jan 31st 02,1132
1133,62686675,Terri,Ondricka,Jun 27th 89,1133
1134,90443940,Carole,Kilback,Jul 12th 84,1134
1135,20297476,Tyrone,Beier,Nov 7th 89,1135
1136,92562350,Keith,Tremblay,Feb 16th 84,1136
1137,71123329,Darla,Buckridge,Jul 15th 96,1137
1138,444961,Jeremiah,Wisozk,Nov 22nd 97,1138
1139,20902051,Howard,Bartell,Sep 27th 01,1139
1140,16523248,Gilbert,Weber,Apr 17th 97,1140
1141,56218695,Fredrick,Welch,Nov 14th 06,1141
1142,53477449,Todd,Lebsack,Sep 13th 91,1142
1143,98383029,Julius,DuBuque,Oct 8th 04,1143
1144,56888071,Amy,Rowe,Mar 8th 88,1144
1145,46255718,Cassandra,Wisozk,Jan 18th 89,1145
1146,64775853,Donnie,Yundt,Jul 16th 97,1146
1147,1814675,Kurt,Hahn,Dec 24th 89,1147
1148,98802063,Frankie,Johnson,Oct 20th 99,1148
1149,40538190,Joyce,O'Conner,Jun 11th 97,1149
1150,8404323,Lucy,Frami,Mar 24th 86,1150
1151,51974135,Lyle,Gottlieb,Oct 11th 95,1151
1152,55326812,Wilbert,Ward,Mar 17th 97,1152
1153,89947962,Barry,Cassin-Powlowski,Jan 26th 90,1153
1154,47780868,Andrew,Rath-Kulas,Mar 11th 90,1154
1155,98201833,Jasmine,Haag,Nov 6th 02,1155
1156,61192632,Ora,Blanda,Oct 9th 03,1156
1157,16822126,Roberto,Dooley,Nov 14th 02,1157
1158,47082889,Jonathon,Crona,Jul 24th 84,1158
1159,77197004,Kelli,Gottlieb,May 1st 06,1159
1160,39618769,Sammy,Frami,Dec 1st 91,1160
1161,92892822,Raul,Jacobi,Oct 9th 01,1161
1162,8151647,Jared,Bruen,Apr 21st 03,1162
1163,5267792,Bobby,Leffler,May 17th 93,1163
1164,58852666,Janice,Boyle,Feb 22nd 88,1164
1165,83613746,Jessie,Wolf,Sep 9th 05,1165
1166,90882517,Elsie,Gottlieb,Dec 24th 94,1166
1167,2791050,Abraham,Lehner,Aug 8th 00,1167
1168,13914233,Bobby,Ullrich,Oct 1st 85,1168
1169,76685432,Donna,Cole,May 10th 99,1169
1170,91973834,Christy,Christiansen,Aug 11th 95,1170
1171,44051527,Courtney,Cremin,Feb 1st 90,1171
1172,5759191,Vicky,Jaskolski,Apr 6th 96,1172
1173,98888948,Calvin,Boyer,Aug 5th 05,1173
1174,84490056,Della,Crooks,Mar 13th 99,1174
1175,12734904,Connie,Douglas,Mar 21st 91,1175
1176,77177973,Cesar,White,Dec 21st 85,1176
1177,7758970,Kelly,Metz,Dec 1st 99,1177
1178,22068413,Hannah,Pollich,Feb 26th 90,1178
1179,16986879,Alexander,Gerlach,Aug 18th 86,1179
1180,56733416,Conrad,Stamm,Jun 18th 06,1180
1181,91568260,Randall,Crooks,Jun 1st 01,1181
1182,66272527,Iris,Wehner,Dec 8th 91,1182
1183,3589767,Violet,Waelchi,Feb 25th 02,1183
1184,33073621,Derek,Hintz-Fay,Oct 25th 03,1184
1185,94802818,Joshua,Mayer,Dec 21st 92,1185
1186,9360172,Jerome,Greenfelder,Jun 27th 94,1186
1187,67144135,Olivia,Koch,Aug 25th 05,1187
1188,53043987,Jeanette,Osinski,Sep 21st 03,1188
1189,76988246,Valerie,Kihn,Oct 18th 90,1189
1190,71544670,Martha,Feil,Feb 26th 95,1190
1191,93678679,Kirk,Thompson,Aug 17th 02,1191
1192,36187416,Camille,Bartell,Jan 12th 92,1192
1193,38876428,Alicia,Little,Nov 25th 88,1193
1194,62688050,Lorene,Goldner,Sep 24th 87,1194
1195,26543368,Marlene,Kuvalis,Nov 5th 96,1195
1196,93828388,Gerald,Koepp,Sep 13th 91,1196
1197,12996875,Nina,Beer,Mar 25th 02,1197
1198,83723356,Jerald,Runolfsdottir,Jan 27th 96,1198
1199,48378588,Jacquelyn,Schmeler,Apr 13th 06,1199
1200,33083130,Dustin,Hammes,Aug 19th 93,1200
1201,15507871,Jenny,Morissette,Jul 4th 05,1201
1202,85493097,Lewis,Anderson,May 25th 86,1202
1203,73775290,Woodrow,King,Apr 25th 05,1203
1204,48148678,Kristopher,Kulas,Apr 23rd 94,1204
1205,91308511,Maurice,Beer,Jan 6th 99,1205
1206,5118099,Dwayne,Pacocha,Jan 27th 91,1206
1207,62911030,Darren,Hoeger,Jun 26th 04,1207
1208,68549609,Alfredo,Connelly,Nov 22nd 88,1208
1209,92507966,Shannon,Berge,Jan 8th 87,1209
1210,28821810,Brett,Zulauf,Jan 23rd 85,1210
1211,3846635,Harry,Moore,Apr 23rd 85,1211
1212,13788887,Brandi,Ullrich,Dec 20th 84,1212
1213,5952902,Teresa,Nicolas,Aug 20th 89,1213
1214,80641940,Terence,Ebert-Johnston,Sep 16th 99,1214
1215,15492434,Kathleen,Torphy,Apr 11th 00,1215
1216,21513547,Mona,Gutmann,Feb 18th 90,1216
1217,72335313,Wendy,Heaney,Jun 11th 91,1217
1218,63534219,Rhonda,Feeney,Jul 27th 85,1218
1219,68902808,Jimmy,Lynch,Sep 18th 01,1219
1220,78342947,Anthony,Ferry,May 9th 89,1220
1221,32874910,Ruben,Weimann,Jul 31st 95,1221
1222,93610620,Lucas,Renner,Nov 26th 90,1222
1223,19651667,Ralph,Cronin,Apr 26th 05,1223
1224,21071145,Bertha,Beier,Oct 6th 05,1224
1225,91839637,Gabriel,Fisher,Oct 17th 98,1225
1226,58139568,Eddie,Stokes-Beier,Aug 18th 02,1226
1227,25049787,Alexander,Monahan,Aug 3rd 06,1227
1228,22895537,Glenn,Reichert,Jun 24th 87,1228
1229,41924011,Lola,Skiles,Sep 24th 89,1229
1230,15111589,Margie,Daugherty,Jun 1st 98,1230
1231,9487170,Susie,Emard,Mar 13th 01,1231
1232,30670850,Rosie,Kessler,Nov 28th 97,1232
1233,61218081,Angela,Hammes,Apr 11th 87,1233
1234,91472086,Ronald,Blick,Jan 31st 91,1234
1235,74458702,Tricia,Sipes,Jan 27th 03,1235
1236,89180498,Tabitha,Satterfield,May 21st 90,1236
1237,76956979,Jimmy,Ortiz,Apr 22nd 88,1237
1238,16815725,Kenneth,Gusikowski,Sep 5th 86,1238
1239,21696136,Curtis,Stokes,Dec 16th 85,1239
1240,98733002,Clark,Heathcote,Feb 10th 99,1240
1241,64806413,Amber,Franecki,Apr 15th 88,1241
1242,77130473,Doyle,Paucek,Feb 24th 87,1242
1243,62799337,Cornelius,Blanda,Jun 27th 00,1243
1244,66395053,Brad,O'Hara,Dec 22nd 89,1244
1245,2358590,Courtney,Lockman,Jun 20th 93,1245
1246,39352146,Antonio,Casper,Feb 24th 88,1246
1247,99719428,Teresa,Bahringer,Jul 14th 84,1247
1248,56392004,Fernando,Zulauf,Mar 4th 04,1248
1249,2757631,Cheryl,Franecki,Sep 8th 84,1249
1250,57355530,Carlton,Bergstrom,Jan 11th 03,1250
1251,94837916,Annette,Yost,Apr 12th 94,1251
1252,88770541,Kate,Thompson,Nov 22nd 04,1252
1253,20784769,Geoffrey,Stark,May 30th 06,1253
1254,43574741,Robin,Collins,Dec 6th 05,1254
1255,23946700,Lynda,Lueilwitz,Dec 6th 88,1255
1256,14480531,Bethany,Crooks,Nov 1st 94,1256
1257,34379668,Shawn,Waters,Dec 14th 90,1257
1258,28172431,Beulah,Osinski,Jul 1st 87,1258
1259,19035748,Kristin,Green,Jul 12th 06,1259
1260,81235596,Valerie,Denesik,Mar 2nd 96,1260
1261,45779930,Madeline,Christiansen-Jerde,Nov 25th 99,1261
1262,13281327,Archie,Osinski,Dec 19th 93,1262
1263,18625051,Francis,Purdy,Dec 19th 06,1263
1264,45509540,Courtney,Reichert,Aug 14th 86,1264
1265,36206172,Beulah,Crist,Jan 10th 85,1265
1266,15655041,Mona,Johns,Nov 28th 97,1266
1267,11329547,Neil,Kiehn,Jun 30th 93,1267
1268,55083738,Alvin,Reilly,Jan 14th 94,1268
1269,43921488,Naomi,Dickinson,Nov 13th 87,1269
1270,80585278,Fredrick,Kerluke,Dec 25th 92,1270
1271,64379112,Cary,Lubowitz,Mar 10th 95,1271
1272,71213457,Perry,Rodriguez,Jun 28th 95,1272
1273,68183919,Paula,Emmerich,Sep 30th 84,1273
1274,16866470,Francis,Padberg,Dec 6th 02,1274
1275,68613364,Norma,Kshlerin,Oct 17th 05,1275
1276,91688813,Angelo,Kassulke,Mar 24th 85,1276
1277,37557627,Celia,Bergstrom,Jul 1st 89,1277
1278,13859087,Martin,Hilll,Oct 12th 87,1278
1279,76475240,Kurt,Bins,May 12th 87,1279
1280,32003493,Lena,Tremblay,Dec 17th 04,1280
1281,70006184,Charlie,Graham,Mar 3rd 04,1281
1282,62110206,Yvonne,Lebsack,Jul 9th 94,1282
1283,70088987,Clark,Cremin,Dec 30th 87,1283
1284,29917433,Bessie,Hessel,Sep 2nd 86,1284
1285,10512397,Ramona,Champlin,Jun 1st 01,1285
1286,85384753,Horace,Volkman-Schiller,Aug 8th 88,1286
1287,68328952,Adam,Blick,May 31st 04,1287
1288,79386598,Philip,Klocko,Jul 19th 84,1288
1289,5537975,Wanda,Mosciski,Aug 11th 99,1289
1290,77000552,Sidney,Stamm,Jul 29th 88,1290
1291,15069165,Fred,Stracke,Jun 8th 88,1291
1292,18753330,Sabrina,Johnson-Parker,Oct 6th 89,1292
1293,3115060,Laurie,Strosin,Jul 22nd 98,1293
1294,80483687,Betty,Feil,Mar 11th 86,1294
1295,72331894,Maryann,Osinski,Aug 25th 90,1295
1296,24558009,Homer,Bernhard,Jul 9th 86,1296
1297,88557406,Louis,Fisher,Sep 3rd 02,1297
1298,61682393,Christian,Bartell,Mar 30th 98,1298
1299,31359020,Mable,Tillman,Mar 6th 93,1299
1300,28728715,Salvatore,Collier,Nov 24th 94,1300
1301,93154633,Eloise,Nikolaus,Jan 8th 91,1301
1302,39728221,Emmett,Marquardt,Apr 28th 98,1302
1303,16748981,Robert,Kuhlman,Nov 22nd 89,1303
1304,2128738,Jeff,Hansen,Feb 26th 85,1304
1305,11544419,Pam,Block,Oct 24th 87,1305
1306,34523162,Elsie,Bauch,Jun 16th 03,1306
1307,53153765,Jimmie,Parker,Feb 25th 00,1307
1308,74419713,Joy,Kutch,Nov 26th 96,1308
1309,93618568,Luis,Heidenreich,Aug 31st 96,1309
1310,19456220,Pam,Glover,Dec 17th 87,1310
1311,61007660,Christie,Balistreri,Nov 11th 85,1311
1312,37141477,Ruby,Ward,Jan 26th 03,1312
1313,81491070,Patti,Douglas,May 4th 99,1313
1314,91686401,Gabriel,Mills,Aug 2nd 92,1314
1315,27310764,Kurt,Reilly,Mar 18th 91,1315
1316,11660527,Alejandro,Baumbach,Oct 10th 88,1316
1317,38155240,Lorenzo,Turner,Apr 12th 05,1317
1318,27580018,Alma,Hintz,Jul 16th 96,1318
1319,73849393,Julio,Emmerich,May 30th 85,1319
1320,1333549,Lowell,McLaughlin,Feb 25th 87,1320
1321,16825485,Raul,Robel,Dec 3rd 03,1321
1322,60130018,Jamie,Auer,May 20th 87,1322
1323,3009103,Nichole,Gleason,Jul 8th 98,1323
1324,16126260,Rosalie,VonRueden,Apr 5th 04,1324
1325,23103994,Bernadette,Mraz,Apr 5th 97,1325
1326,50978020,Floyd,Lesch,Jan 15th 94,1326
1327,9001524,Jared,Orn,Apr 19th 93,1327
1328,43318096,Levi,Lakin,Mar 29th 05,1328
1329,39323687,Deborah,O'Reilly,May 27th 88,1329
1330,1035675,Geneva,Ledner,Sep 28th 85,1330
1331,15339910,Clyde,Kertzmann,Mar 31st 98,1331
1332,56751391,Santiago,Rutherford,Apr 29th 01,1332
1333,85084664,Emanuel,Hills,Mar 17th 01,1333
1334,97467961,Carl,Crona,Dec 25th 89,1334
1335,33612796,John,Sawayn,Dec 24th 95,1335
1336,44353714,Grant,Okuneva,Mar 5th 01,1336
1337,8315891,Judith,Denesik,Mar 30th 01,1337
1338,76190251,Donnie,Kulas,May 22nd 88,1338
1339,71565375,Oliver,Rutherford,Oct 13th 05,1339
1340,30482125,Tami,Effertz,Aug 15th 98,1340
1341,4794162,Jake,Klocko,Jun 18th 05,1341
1342,38578283,Brittany,Schumm,Nov 13th 99,1342
1343,96812351,Julie,Considine,Nov 20th 94,1343
1344,40020772,Freddie,Hahn,Jul 7th 97,1344
1345,18423632,Alfonso,Oberbrunner,May 21st 98,1345
1346,47127496,Don,Leuschke,Sep 5th 96,1346
1347,37426460,Luther,Ryan,Dec 10th 00,1347
1348,86755475,Krystal,Abbott,May 13th 93,1348
1349,96480391,Maryann,Flatley,Oct 2nd 94,1349
1350,1060416,Daryl,Streich,Feb 25th 84,1350
1351,20016748,Jimmy,Powlowski,Nov 23rd 95,1351
1352,1128742,Warren,Bartell,Mar 8th 97,1352
1353,10501074,Terri,Mitchell,Jun 18th 89,1353
1354,93034860,Wayne,Muller,Jul 21st 98,1354
1355,51410270,Kent,Emard,Oct 14th 85,1355
1356,68935593,Shelley,Jast,Dec 26th 88,1356
1357,57644252,Donald,O'Hara,Nov 3rd 85,1357
1358,5516329,Erick,Mann,May 31st 84,1358
1359,74775040,Dave,Beatty,Jul 26th 04,1359
1360,31428401,Candace,King,Jul 2nd 84,1360
1361,54713990,Marilyn,Watsica,Apr 10th 91,1361
1362,43971956,Vernon,Muller,Jun 20th 90,1362
1363,3540327,Cynthia,Klocko,Apr 27th 93,1363
1364,28279950,Alfredo,Lemke,Dec 25th 02,1364
1365,67648988,Arnold,Jenkins,Aug 28th 93,1365
1366,93397432,Felix,Oberbrunner,May 8th 85,1366
1367,87266532,Kathryn,Morissette,Feb 11th 01,1367
1368,99707765,Rhonda,Bogan,Nov 6th 98,1368
1369,20536509,Israel,Batz,Apr 20th 05,1369
1370,4645205,Vera,Senger,Jun 16th 94,1370
1371,71973674,Arturo,Rutherford,Apr 1st 01,1371
1372,29308381,Alfonso,Sauer,Jan 14th 87,1372
1373,53651847,Stephanie,Schneider,Oct 18th 92,1373
1374,68626908,Lorenzo,Kiehn-Kihn,Oct 7th 96,1374
1375,97233065,Frankie,Wilkinson,Jul 31st 88,1375
1376,7443491,Carla,Steuber,Jul 24th 88,1376
1377,99966035,Kristie,Schimmel,Dec 30th 91,1377
1378,25155852,Christie,Hickle,Apr 28th 03,1378
1379,54089897,Edgar,Hayes,Jul 20th 00,1379
1380,2455261,Marty,Boyle,Jan 29th 84,1380
1381,19465548,Lewis,Koelpin,Aug 10th 92,1381
1382,77172008,Kristi,Gutkowski,Feb 26th 91,1382
1383,7629464,Ron,Cummerata,Jul 24th 96,1383
1384,80808965,Roberto,Upton,Sep 27th 85,1384
1385,5339615,Ruby,Gulgowski,Feb 24th 90,1385
1386,1155627,Brett,Rau,Dec 9th 03,1386
1387,34174769,Lorene,Ondricka,Apr 9th 06,1387
1388,2554114,Ross,Weber,May 2nd 92,1388
1389,98526158,Sheryl,Cummings,Nov 20th 87,1389
1390,80168009,Gertrude,Huel,Dec 2nd 96,1390
1391,31928635,Shannon,Hauck,Nov 11th 04,1391
1392,91361182,Marlene,Wyman,Apr 3rd 98,1392
1393,43457463,Yvette,Denesik,Apr 10th 87,1393
1394,93073813,Erin,Thompson,May 25th 05,1394
1395,24786531,Maria,Hauck,Jan 29th 03,1395
1396,38039248,Kelly,Bashirian,Nov 2nd 99,1396
1397,12029458,Doris,Ullrich,Nov 30th 93,1397
1398,29047388,Rogelio,Schaefer,Jun 2nd 04,1398
1399,31263819,Linda,Pfannerstill-Hand,Nov 10th 02,1399
1400,72830798,Loren,Glover,Dec 29th 01,1400
1401,78128937,Cathy,Romaguera,May 26th 85,1401
1402,41989668,Kenny,Sauer,Aug 19th 04,1402
1403,73453297,Willie,Wintheiser,May 23rd 92,1403
1404,7423885,Brad,Stanton,Jan 7th 90,1404
1405,98048045,Jan,Larkin,May 21st 86,1405
1406,17318126,Verna,Leuschke,Oct 22nd 05,1406
1407,10960250,Stewart,Greenfelder,Oct 3rd 94,1407
1408,22997405,Dominick,Effertz,Apr 16th 00,1408
1409,12695441,Terence,Cassin,Oct 5th 93,1409
1410,29790902,Winston,Brown,May 7th 92,1410
1411,54821753,Edith,Haley,Jan 26th 01,1411
1412,50814854,Pete,Blanda,Dec 2nd 05,1412
1413,87289456,Craig,Bruen,Sep 23rd 99,1413
1414,38328343,Jenny,Ankunding,Mar 26th 02,1414
1415,8687199,Mona,Lowe,Aug 31st 86,1415
1416,82316287,Jordan,Fay,Feb 14th 06,1416
1417,40554314,Reginald,Krajcik,Jul 19th 01,1417
1418,47851259,Lamar,Wisozk,Jan 23rd 86,1418
1419,67812190,Bernice,Tremblay,May 7th 84,1419
1420,14540467,Cedric,Wiza,Dec 9th 02,1420
1421,3026349,Domingo,Mueller,Sep 9th 94,1421
1422,97880103,Tamara,Bogisich,Jul 4th 02,1422
1423,33240163,Ellis,Welch-Lindgren,Sep 19th 03,1423
1424,48780234,Janice,Berge,Sep 6th 93,1424
1425,85674811,Erik,Gislason,Feb 22nd 90,1425
1426,22553175,Boyd,Thompson,Jun 10th 99,1426
1427,62200669,Sandy,Grady,Dec 27th 90,1427
1428,10707993,Gregory,Hansen,May 14th 96,1428
1429,54376215,Bryan,Gerhold,May 29th 05,1429
1430,64003132,Richard,Oberbrunner,May 2nd 04,1430
1431,14428388,Woodrow,Bartell,Oct 22nd 05,1431
1432,47708654,Roberto,Osinski,Oct 23rd 86,1432
1433,36812165,Patti,Powlowski,Jun 14th 03,1433
1434,79329757,Grady,Hintz,Apr 26th 90,1434
1435,13396019,Jay,Champlin,Mar 7th 02,1435
1436,29174751,Doug,Crooks,Aug 24th 06,1436
1437,28683215,Cynthia,Mohr,Apr 1st 01,1437
1438,29633881,Mathew,Kunde,Apr 7th 98,1438
1439,55620219,Vincent,Bernhard,Jul 6th 01,1439
1440,32352407,Perry,Runte,May 21st 89,1440
1441,18149729,Darrel,Corwin,Aug 23rd 85,1441
1442,15270230,Rex,Herzog,Jun 5th 92,1442
1443,6279651,Ken,Kilback,Feb 8th 95,1443
1444,56311826,Ian,Stokes,Dec 5th 90,1444
1445,6885705,Billy,Weissnat,Mar 13th 86,1445
1446,81019329,Verna,Terry,Feb 27th 93,1446
1447,54120521,Faith,Harris,Dec 27th 04,1447
1448,4015748,Lindsey,Rau,Dec 8th 98,1448
1449,43228851,Elmer,Hartmann,Oct 2nd 01,1449
1450,53972099,Rhonda,Gerlach,Jul 13th 87,1450
1451,3826506,Judy,Shanahan,Jan 25th 87,1451
1452,56764677,Ruben,Nikolaus,May 6th 00,1452
1453,8425207,Brandi,Bogan,Jun 30th 90,1453
1454,43299430,Sadie,Weissnat,Jan 18th 02,1454
1455,50420940,Lance,Nicolas,Feb 23rd 84,1455
1456,14059242,Nicole,Metz,Apr 25th 87,1456
1457,30808683,Taylor,Weber,May 7th 91,1457
1458,11080547,Clark,Purdy,Sep 19th 98,1458
1459,59953130,Agnes,Nienow,Jan 18th 99,1459
1460,77602645,Marvin,Terry,Nov 16th 05,1460
1461,6802715,Franklin,Boehm,Aug 26th 96,1461
1462,23756634,Genevieve,Roob,Feb 19th 04,1462
1463,51633200,Fredrick,Stanton,Jul 28th 04,1463
1464,97537113,Wanda,Wolf,Jul 20th 98,1464
1465,47354595,Randal,Satterfield,Nov 2nd 91,1465
1466,87797311,Camille,Rogahn,Dec 10th 98,1466
1467,16985952,Anne,Nolan,Feb 25th 85,1467
1468,14183331,Harold,Armstrong,Dec 23rd 04,1468
1469,84703869,Chad,Crooks,May 13th 88,1469
1470,33979729,Jean,Moen,Jul 10th 04,1470
1471,96205742,Robin,Baumbach,Sep 24th 04,1471
1472,2755584,Vera,Champlin,May 17th 00,1472
1473,61638798,Keith,Streich,Oct 19th 00,1473
1474,36147779,Virgil,Goodwin,Aug 24th 98,1474
1475,8747797,Garrett,Bednar,Apr 26th 94,1475
1476,49012573,Delia,Waters,Jun 29th 95,1476
1477,208790,Kathy,Nolan,Mar 19th 87,1477
1478,32770874,Loretta,Emard,Nov 19th 91,1478
1479,56138045,Lana,Cummings,Jan 17th 86,1479
1480,89615843,April,Littel,Jan 27th 90,1480
1481,91271825,Enrique,O'Kon,Aug 11th 96,1481
1482,76792901,Roberta,Gutkowski,Jan 28th 92,1482
1483,33412846,Jenna,Hartmann,Dec 15th 00,1483
1484,83341591,Warren,Abbott-O'Hara,Apr 27th 91,1484
1485,1233823,Archie,Olson,Apr 14th 04,1485
1486,19680574,Sadie,Wisoky,Oct 1st 05,1486
1487,80299025,Kristen,Walker,Jan 9th 91,1487
1488,34975665,Valerie,Purdy,Nov 27th 04,1488
1489,29552722,Amelia,Little,Mar 15th 96,1489
1490,99146540,Darnell,Brown,May 25th 00,1490
1491,82840925,Teri,Shanahan,May 15th 88,1491
1492,62694265,Rudy,Quitzon,Nov 20th 01,1492
1493,98968272,Emmett,Rice,Jan 26th 86,1493
1494,24685997,Jessie,Lesch,Dec 23rd 00,1494
1495,17334099,Terrell,Beer,Feb 5th 86,1495
1496,11790041,Rickey,Gibson,Oct 21st 93,1496
1497,42424269,Mindy,Jones,Feb 6th 88,1497
1498,12366680,Ismael,Corkery,Jun 19th 06,1498
1499,97947122,Laurence,Runte,Feb 19th 90,1499
1500,55546208,Oscar,D'Amore,Oct 17th 03,1500
1501,7518207,Yolanda,Schaefer,Apr 1st 86,1501
1502,67701262,Elsa,Boyle,May 14th 84,1502
1503,82325130,Emilio,Gislason,Mar 8th 05,1503
1504,14084840,Andrew,Williamson,Oct 5th 05,1504
1505,85177083,Jermaine,Miller,Aug 6th 05,1505
1506,56912258,Taylor,Ledner,Mar 28th 04,1506
1507,80481883,Karl,Champlin,Feb 9th 91,1507
1508,37198279,Tamara,Brown,Dec 15th 01,1508
1509,73379051,Kimberly,Krajcik,Oct 7th 93,1509
1510,5280033,Ed,Welch-Hand,Sep 15th 03,1510
1511,26937808,Wesley,Medhurst,Mar 24th 96,1511
1512,2849932,Loretta,Heathcote,Oct 13th 03,1512
